,Unnamed: 0,Date,Symbol,Expiry,Option Type,Strike Price,Open_x,High_x,Low_x,Close_x,Last,Settle Price,Number of Contracts,Turnover_x,Premium Turnover,Open Interest,Change in OI,Underlying,Open_y,High_y,Low_y,Close_y,Volume,Turnover_y,AnnualVolatility365,AnnualVolatility254,logreturns,Days_to_Expiry,Range,UpperRange,LowerRange,Delta365,Theta365,Rho365,Vega365,Gamma365,CalcIV365,PositionUp,PositionDown,UpSafety,DownSafety
254,254,2017-10-31,BANKNIFTY,2017-11-09,CE,25900.0,0.0,0.0,0.0,120.35,0.0,53.55,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.217047375095,-17.8552574826,1.30938290492,11.5425270971,0.000297678780688,25.1426696777,26100,24000,26200,23900
255,255,2017-10-31,BANKNIFTY,2017-11-09,PE,25900.0,0.0,0.0,0.0,1435.8,0.0,894.4,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.782952624905,-9.36534702215,-5.05804994042,11.5425270971,0.000297678780688,113.784790039,26100,24000,26200,23900
256,256,2017-10-31,BANKNIFTY,2017-11-09,CE,26000.0,13.4,16.0,10.6,12.35,13.0,12.35,651.0,677363000.0,323000.0,18160.0,7080.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.189459191242,-16.3785006483,1.14390986474,10.6425024245,0.000274467377772,13.9465332031,26100,24000,26200,23900
257,257,2017-10-31,BANKNIFTY,2017-11-09,PE,26000.0,0.0,0.0,0.0,1459.85,0.0,982.2,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.810540808758,-7.85581061078,-5.2481076634,10.6425024245,0.000274467377772,117.828369141,26100,24000,26200,23900
258,258,2017-10-31,BANKNIFTY,2017-11-09,CE,26100.0,7.0,10.55,7.0,7.6,8.85,7.6,79.0,82503000.0,27000.0,9960.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.164234327609,-14.8931990999,0.992389854622,9.72302544672,0.000250754304948,13.7939453125,26100,24000,26200,23900
259,259,2017-10-31,BANKNIFTY,2017-11-09,PE,26100.0,0.0,0.0,0.0,1319.1,0.0,1072.35,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.835765672391,-6.33772948528,-5.42421235632,9.72302544672,0.000250754304948,111.236572266,26100,24000,26200,23900
260,260,2017-10-31,BANKNIFTY,2017-11-09,CE,26200.0,0.0,0.0,0.0,137.25,0.0,24.1,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.141379310628,-13.4255678843,0.854921567689,8.80278517413,0.00022702154695,31.8384170532,26100,24000,26200,23900
261,261,2017-10-31,BANKNIFTY,2017-11-09,PE,26200.0,0.0,0.0,0.0,1399.95,0.0,1164.5,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.858620689372,-4.83731869269,-5.58626532605,8.80278517413,0.00022702154695,118.853569031,26100,24000,26200,23900
262,262,2017-10-31,BANKNIFTY,2017-11-09,CE,26300.0,0.0,0.0,0.0,120.85,0.0,18.05,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.120856964421,-11.9987298928,0.731333273716,7.8985134095,0.000203700612631,31.96144104,26100,24000,26200,23900
263,263,2017-10-31,BANKNIFTY,2017-11-09,PE,26300.0,0.0,0.0,0.0,1482.55,0.0,1258.3,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.879143035579,-3.37770112403,-5.73443830282,7.8985134095,0.000203700612631,126.553535461,26100,24000,26200,23900
264,264,2017-10-31,BANKNIFTY,2017-11-09,CE,26400.0,0.0,0.0,0.0,114.55,0.0,13.4,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.102592358443,-10.63223817,0.621218563318,7.02460833087,0.000181162827269,32.93800354,26100,24000,26200,23900
265,265,2017-10-31,BANKNIFTY,2017-11-09,PE,26400.0,0.0,0.0,0.0,1467.7,0.0,1353.45,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.897407641557,-1.97842982416,-5.86913769602,7.02460833087,0.000181162827269,127.944946289,26100,24000,26200,23900
266,266,2017-10-31,BANKNIFTY,2017-11-09,CE,26500.0,0.0,0.0,0.0,97.25,0.0,9.8,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.0864793768744,-9.3418135146,0.523976089142,6.19290851328,0.000159713504646,32.6652526855,26100,24000,26200,23900
267,267,2017-10-31,BANKNIFTY,2017-11-09,PE,26500.0,0.0,0.0,0.0,1431.3,0.0,1449.7,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.913520623126,-0.65522559174,-5.990964853,6.19290851328,0.000159713504646,127.899169922,26100,24000,26200,23900
268,268,2017-10-31,BANKNIFTY,2017-11-09,CE,26600.0,0.0,0.0,0.0,88.05,0.0,7.1,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,0.0723875379713,-8.13928324595,0.43885101755,5.41260945409,0.000139589794252,33.1087112427,26100,24000,26200,23900
269,269,2017-10-31,BANKNIFTY,2017-11-09,PE,26600.0,0.0,0.0,0.0,1403.5,0.0,1546.85,0.0,0.0,0.0,0.0,0.0,25019.35,25042.1,25078.65,24948.1,25019.35,156985664.0,51927800000.0,25.1218335924,20.9566451914,0.00123180553051,9,986.96597197,26006.315972,24032.384028,-0.927612462029,0.580084253968,-6.10067460739,5.41260945409,0.000139589794252,128.372192383,26100,24000,26200,23900
270,270,2017-11-01,BANKNIFTY,2017-11-09,CE,24000.0,0.0,0.0,0.0,1030.0,1030.0,1529.35,0.0,0.0,0.0,40.0,0.0,25490.45,25197.3,25549.35,25171.75,25490.45,210657047.0,57489600000.0,25.1181452148,20.9535683451,0.0186543467295,8,947.902416844,26438.3524168,24542.5475832,0.956323693343,-12.9800471366,4.99867619166,3.49199850686,9.76190001322e-05,1e-05,26100,24000,26200,23900
271,271,2017-11-01,BANKNIFTY,2017-11-09,PE,24000.0,15.55,18.4,9.0,9.55,9.75,9.55,1898.0,1822915000.0,835000.0,50840.0,30680.0,25490.45,25197.3,25549.35,25171.75,25490.45,210657047.0,57489600000.0,25.1181452148,20.9535683451,0.0186543467295,8,947.902416844,26438.3524168,24542.5475832,-0.0436763066573,-5.11036177183,-0.247780718162,3.49199850686,9.76190001322e-05,1e-05,26100,24000,26200,23900
272,272,2017-11-01,BANKNIFTY,2017-11-09,CE,24100.0,0.0,0.0,0.0,787.8,0.0,1432.15,0.0,0.0,0.0,0.0,0.0,25490.45,25197.3,25549.35,25171.75,25490.45,210657047.0,57489600000.0,25.1181452148,20.9535683451,0.0186543467295,8,947.902416844,26438.3524168,24542.5475832,0.944946933272,-14.0291427604,4.95581439174,4.20121541073,0.000117445195618,1e-05,26100,24000,26200,23900
273,273,2017-11-01,BANKNIFTY,2017-11-09,PE,24100.0,14.2,25.0,11.1,17.35,13.3,17.35,147.0,141802000.0,94000.0,4120.0,4080.0,25490.45,25197.3,25549.35,25171.75,25490.45,210657047.0,57489600000.0,25.1181452148,20.9535683451,0.0186543467295,8,947.902416844,26438.3524168,24542.5475832,-0.0550530667278,-6.12666704003,-0.312502755201,4.20121541073,0.000117445195618,1e-05,26100,24000,26200,23900
274,274,2017-11-01,BANKNIFTY,2017-11-09,CE,24200.0,0.0,0.0,0.0,727.1,0.0,1335.9,0.0,0.0,0.0,0.0,0.0,25490.45,25197.3,25549.35,25171.75,25490.45,210657047.0,57489600000.0,25.1181452148,20.9535683451,0.0186543467295,8,947.902416844,26438.3524168,24542.5475832,0.931408626486,-15.1818382028,4.90058779184,4.98823870826,0.000139446472891,1e-05,26100,24000,26200,23900
