,Date,Symbol,Expiry,Option Type,Strike Price,Open_x,High_x,Low_x,Close_x,Last,Settle Price,Number of Contracts,Turnover_x,Premium Turnover,Open Interest,Change in OI,Underlying,Open_y,High_y,Low_y,Close_y,Volume,Turnover_y,AnnualVolatility365,AnnualVolatility254,logreturns,Days_to_Expiry,Range,UpperRange,LowerRange
72,2017-09-29,BANKNIFTY,2017-10-12,CE,24500.0,85.0,120.0,51.45,62.1,59.0,62.1,1205.0,1185062000.0,4162000.0,31480.0,20640.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
73,2017-09-29,BANKNIFTY,2017-10-12,PE,24500.0,0.0,0.0,0.0,650.0,650.0,513.85,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
74,2017-09-29,BANKNIFTY,2017-10-12,CE,24600.0,100.7,100.7,100.7,100.7,100.7,100.7,1.0,988000.0,4000.0,40.0,40.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
75,2017-09-29,BANKNIFTY,2017-10-12,PE,24600.0,0.0,0.0,0.0,618.2,0.0,588.3,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
76,2017-09-29,BANKNIFTY,2017-10-12,CE,24700.0,52.0,52.0,45.0,45.0,45.0,45.0,2.0,1980000.0,4000.0,40.0,40.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
77,2017-09-29,BANKNIFTY,2017-10-12,PE,24700.0,0.0,0.0,0.0,673.45,0.0,666.95,0.0,0.0,0.0,0.0,0.0,24053.0,24114.0,24227.45,24004.8,24053.0,71703679,24726600000.0,16.7898138174,14.006070445,0.0018663728612,13,762.149862245,24815.1498622,23290.8501378
78,2017-10-03,BANKNIFTY,2017-10-12,CE,23500.0,0.0,0.0,0.0,1163.65,0.0,671.95,0.0,0.0,0.0,0.0,0.0,24103.4,24200.6,24226.8,24007.25,24103.4,66828025,22616400000.0,17.123474089,14.2844099977,0.00209318048699,9,648.104461995,24751.504462,23455.295538
79,2017-10-03,BANKNIFTY,2017-10-12,PE,23500.0,58.0,110.0,56.75,62.6,60.0,62.6,1444.0,1361416000.0,4056000.0,30240.0,21400.0,24103.4,24200.6,24226.8,24007.25,24103.4,66828025,22616400000.0,17.123474089,14.2844099977,0.00209318048699,9,648.104461995,24751.504462,23455.295538
80,2017-10-03,BANKNIFTY,2017-10-12,CE,23600.0,0.0,0.0,0.0,1091.2,0.0,586.4,0.0,0.0,0.0,0.0,0.0,24103.4,24200.6,24226.8,24007.25,24103.4,66828025,22616400000.0,17.123474089,14.2844099977,0.00209318048699,9,648.104461995,24751.504462,23455.295538
81,2017-10-03,BANKNIFTY,2017-10-12,PE,23600.0,0.0,0.0,0.0,218.6,0.0,46.7,0.0,0.0,0.0,0.0,0.0,24103.4,24200.6,24226.8,24007.25,24103.4,66828025,22616400000.0,17.123474089,14.2844099977,0.00209318048699,9,648.104461995,24751.504462,23455.295538
82,2017-10-03,BANKNIFTY,2017-10-12,CE,23700.0,0.0,0.0,0.0,1019.35,0.0,505.35,0.0,0.0,0.0,0.0,0.0,24103.4,24200.6,24226.8,24007.25,24103.4,66828025,22616400000.0,17.123474089,14.2844099977,0.00209318048699,9,648.104461995,24751.504462,23455.295538
